Frame,ID,Type
103,4,car
103,5,car
103,6,car
103,7,car
119,9,car
155,10,car
155,11,car
162,13,car
206,17,car
208,18,car
242,19,car
250,20,car
257,22,car
262,23,car
274,24,car
